ID,text,label
7.68099E+17,RT @Chicago_History: Thanks Homer - for reminding us how good Portillo's Chocolate Cake truly is.#ChicagoHistory #Portillos https://t.co/…,1
7.68099E+17,RT @FTHRNICO: Happy Birthday Boat 🚣🏾Here's a design of your face as an island @lilyachty https://t.co/q0FXqvf2YK,1
7.68099E+17,RT @trustedclothes: Why are India's farmers killing themselves? - https://t.co/sgbaHWiXh9 https://t.co/O8tH3t2kwU#climatechange https://t…,0
7.68099E+17,"Thank you Gookjoo-ssi, for the broadcast! We are enjoying it! https://t.co/u1iG4h32Dz",1
7.68099E+17,RT @jakeisbaetho: Tom Hiddleston and Taylor swift are so cute https://t.co/UGoINsr7L1,1
7.681E+17,I just came along for the ride n I try my best to keep away from u https://t.co/xpxZGC2Nno,1
7.681E+17,RT @Powerful: Trump supporters have so much hatred in their hearts. I take pity on them honestly https://t.co/U2DVRKNgnk,0
7.68099E+17,RT @jeonggukupdates: Ahhh. Jungkook-ah.. I hope you and BTS will go on a trip again soon. It's so nice to see you this happy. ❤️❤️❤️ https:…,1
7.681E+17,"RT @Bieber_rose: remember when Justin wrote ""I love u beliebers"" on his arms #MTVHottest Justin Bieber https://t.co/EyJIF1FDWL",1
7.681E+17,RT @gabylmao: 3. watermelon is the one of worst fruit out there do not @ me https://t.co/nGlXWHn4t8,0
7.681E+17,"RT @FGCU_Baseball: Please keep the Diaz family in your prayers as Alex is laid to rest today. Once an Eagle, always an Eagle. https://t.co/…",1
7.68099E+17,RT @gabylmao: 14. raisins. who the fuck actually eats this shit. https://t.co/1z2IwOZPZ6,0
7.681E+17,Dear God no: Facebook is testing autoplaying video with sound https://t.co/Bd9k4VONlT https://t.co/PfWXFAdWvz,1
7.68099E+17,RT @NBA: Join us in wishing @Lakers legend @kobebryant a HAPPY 38th BIRTHDAY! #NBABDAY https://t.co/tfSzrGAarR,1
7.681E+17,RT @DSMeu: We're searching for the best EU #innovator. Meet the 40 candidates &amp; vote https://t.co/CBiIHDkFQP #InnovationRadar https://t.co/…,1
7.681E+17,I'm raising money on GoFundMe. Please support me: https://t.co/7rLhmgKQWw @gofundme https://t.co/02slGJjDAL,1
7.681E+17,Have an awesome Tuesday / Crush your goals / https://t.co/ZhDpXu4OzB,1
7.681E+17,RT @lovepizzapronto: Can't wait to join @tinyrebelbrewco for the #CardiffBrewfest2016 this weekend @DepotCardiff. Beer &amp; Pizza=happiness ht…,1
7.681E+17,#Antarcticwomen place names map part 2 post wikibomb #SCAR2016 many new global contributions #visibility. thank you! https://t.co/9wPmlYynVu,1
7.681E+17,RT @Etixx_QuickStep: We are happy and proud to continue our partnership with @Info_janom: https://t.co/QeFrWiWy2j https://t.co/17Z5ejpgRB,1
7.681E+17,happy birthday girly love u lots❤️❤️❤️❤️ https://t.co/CIvt6BXQrL,1
7.681E+17,RT @GavinReacts: When he is being all cute with you but then you remember that one time he lied to you https://t.co/UnqWuAarPo,1
7.681E+17,RT @FTHRNICO: Happy Birthday Boat 🚣🏾Here's a design of your face as an island @lilyachty https://t.co/q0FXqvf2YK,1
7.681E+17,"RT @texastwins2004: #cindyism #quote ""even if you step in OLD MANURE, it's STILL going to STINK"" (problems DONT go away) https://t.co/KweHn…",0
7.681E+17,"RT @NissanUSA: The #2017TITAN ""manages to hit the sweet spot,"" according to @Forbes: https://t.co/42IdLaC4ZR https://t.co/wXBH9F3q5p",1
7.681E+17,RT @BrowneMan_: It's gonna be a shame taking this banner down next Monday when they take the L on Friday https://t.co/VnmsWf1UfZ,0
7.681E+17,RT @Powerful: Trump supporters have so much hatred in their hearts. I take pity on them honestly https://t.co/U2DVRKNgnk,0
7.681E+17,RT @piamagalona: Best tweet ever #BFYJealous https://t.co/e9KImNZhmn,1
7.681E+17,RT @MadisonKocian: Great start to my day😍☺️ https://t.co/FazG0c3E9E,1
7.681E+17,"RT @holiday_centre: F&amp;RT ""Summer Feel Good #HDCwin"" 4 a chance to #WIN a £20 Love2shop voucher! Winner revealed on 26/08! #tuesday https://…",1
7.681E+17,RT @Texasranger3904: Driving Credit!! #hd3903 Wayne Two Credits for the Day!! Awesome job!! Keep it Going!! #swbest https://t.co/NdqAMRdD9c,1
7.681E+17,Check out the best wildlife trips on @Yahoo with @andbeyondtravel @WEXAS @creesfoundation https://t.co/wmooeU0Zwu https://t.co/iSPvxs15pn,1
7.681E+17,"RT @EarthPix: Living with a nice coastal view in Santorini, Greece | Photo by Marc Nouss (@marc_nouss on IG) https://t.co/TkQdSjL9HH",1
7.681E+17,I have the best English students! #workinghard #wecare #fortrespect https://t.co/yUMI2Y4Ahb,1
7.681E+17,RT @PLLTVSeries: Happy #PLL Day! https://t.co/6lPp7etoyl,1
7.681E+17,RT @YOONPRINCESS_: She done called me a rat lol but I love you alli baby 💖 https://t.co/9gd17qY5dt,1
7.681E+17,RT @arminvanbuuren: Honored to play for our Dutch Olympic heroes at @RTLLateNight! https://t.co/9laCSFhtjk https://t.co/WcqSg5xB3T,1
7.681E+17,@Naughty_Angel35 it is enlightening and good for the soul 💞 https://t.co/SIj1j0b0lz,1
7.681E+17,Town council @NWTCinfo making way for #wetherspoons @jdwtweet in #northwalsham. https://t.co/fXn2ufnwDa cheers https://t.co/VZCvPI7ITt,1
7.681E+17,We are pleased to present the updated #schedule for #ICT16 &gt;&gt; https://t.co/yGI4KOWo8H https://t.co/7XZQULuA2N,1
7.681E+17,RT @JackLugo1: Loser James Bond needs woman to save his life. She harpoons him in the back. Unfair fight! #TrumpExplainsMoviePlots https://…,0
7.681E+17,"RT @blueberrytae: Seokjin wrote ""BTS"" and ""ARMY"" to hang it on the christmas wall 😭💕 he's so precious https://t.co/vDVGYQZzZT",1
7.681E+17,#Top #Nike Air Jordan 4 Military Blue #Retro In Excellent Condition !!! https://t.co/H8mHFVRMzF #Shoes #TFBJP https://t.co/NpjC2rI8xB,1
7.681E+17,RT @BleacherReport: 5-time NBA champion.2-time Finals MVP. 18-time All-Star.So much accomplished in 38 years. #HappyBirthdayKobe https:…,1
7.681E+17,RT @sassytbh: Okay but Coach x Disney is actually super cute https://t.co/LoN62hTZDY,1
7.681E+17,"RT @Mychasiw: Thank you everyone who RT, Liked &amp; engaged with me over the past 28 days. Lets keep moving the needle with #rule40 https://t.…",1
7.681E+17,RT @PracatanBaby: I just visited my family's store for men. You know why I love it? Because it has a gorgeous bar! #drinks https://t.co/Afq…,1
7.681E+17,RT @HDA_Habbo: Retweet + Follow To win this cute mini bundle! (@itsmeblakey not included!) https://t.co/CQAaOuv42t,1
7.681E+17,Romantic Comedy LOVE ON THE RUN is all about that Body Positivity and #SelfLove https://t.co/u1A6MnK6zn https://t.co/oHJqUonRTg,1
7.681E+17,RT @RawStory: Judge sets aside rape charges for 'David the rapist' so he can enjoy ‘a college experience’ https://t.co/5dgStZDCMR https://t…,1
7.681E+17,"RT @sheilaballarano: #NEW YORK #MonicaBellucci 💋:The Waldorf Astoria, Happy Birthday @ELLEmagazine @mbelluccinet @dolcegabbana @twitter h…",1
7.681E+17,"RT @pleasuride: Caption this: Apc promises, the president dining while the IDPs are starving to death https://t.co/yLhd8WPnds",0
7.681E+17,RT @Gurmeetramrahim: Jam packed stadium! Excited audience! And players in high spirit! Spectacular performance in #TRLDay1 https://t.co/yjt…,1
7.681E+17,RT @MarionSpekker: @AraiEij Thank you :-)) Have a nice day 😻😻 https://t.co/HIV147xZLU,1
7.681E+17,What do you see? This INK BLOT stencil is mesmerizing to look at and would look great in any color #ShopNow https://t.co/RGlUHpMV1A,1
